Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
2538,Kathua,male ,Rural,None,nano entrepreneur,IT,JKBK051814,5/4/2021,1,1,0,0,0,0,0,,90.0,3.0,30.0,,,,,105779.0,60.0,13.0,,,42.0,0.11,On-time,83
2539,Kulgam,male ,urban ,Locomotor,Nano Entrepreneur,Services,JKBK094939,As on Feb 2026,1,1,0,1,1,1,0,6.0,55.0,11.0,82.0,6.0,160.0,$2124,₹98161,34746.0,36.0,10.08,14107.0,0.406,86.0,0.02,late,0
2540,Budgam,male ,rural,None,nano entrepreneur,Retail,JKBK015811,2026-02-13,1,1,1,1,1,0,0,21.0,,56.0,66.0,44.0,,884k INR,$23805,69635.0,12.0,10.14,,,62.0,0.56,Delayed,0
2541,Poonch,FEMALE,Rural,Visual,Existing enterprise,Retail,JKBK039888,6-3-2026,1,1,0,1,1,0,0,,49.0,22.0,116.0,,,$15576,₹1336856,63040.0,24.0,12.64,,,34.0,0.13,Delayed,30
2542,Budgam,FEMALE,,Hearing,Nano Entrepreneur,Manufacturing,JKBK011389,12-7-2023,1,1,0,0,0,0,0,22.0,23.0,25.0,43.0,28.0,141.0,1703403,₹984672,63832.0,,12.78,,,25.0,0.99,Default,0
2543,Reasi,FEMALE,Rural,None,nano entrepreneur,Tourism,JKBK049320,2024-06-16,1,1,0,1,1,0,0,20.0,26.0,12.0,11.0,,,,,79807.0,12.0,14.18,,,43.0,0.53,late,0
2544,Bandipora,,,None,nano entrepreneur,Agri,JKBK016426,As on Feb 2026,1,1,0,0,0,0,0,6.0,11.0,29.0,22.0,42.0,110.0,,$49365,34970.0,48.0,8.25,,,50.0,0.78,,0
2545,Jammu,male ,urban ,Multiple,Nano Entrepreneur,Services,JKBK071097,5-2-2026,1,1,0,1,1,0,0,12.0,17.0,56.0,31.0,17.0,133.0,,$25448,34389.0,12.0,12.04,,,85.0,0.03,Delayed,0
2546,Pulwama,Other,Rural,Visual,Existing enterprise,,JKBK029049,2023-11-15,1,1,0,0,0,0,0,20.0,20.0,30.0,,38.0,,$10016,6333362,,18.0,7.22,,,43.0,0.01,ONTIME,0
2547,Samba,Female,Rural,Visual,Existing Enterprise,Healthcare,JKBK051264,23/12/2025,1,1,0,0,0,0,0,,32.0,7.0,80.0,,,2728170,$54541,71253.0,18.0,11.2,,,76.0,0.06,late,47
2548,Anantnag,Female,,Multiple,nano entrepreneur,Tourism,JKBK023085,,1,1,0,1,1,1,0,19.0,,7.0,24.0,10.0,,1052k INR,$9394,56722.0,24.0,11.96,14360.0,0.253,79.0,0.94,On-time,0
2549,Doda,FEMALE,urban ,None,Existing enterprise,,JKBK043629,As on Feb 2026,1,1,0,1,1,0,0,38.0,38.0,20.0,98.0,40.0,234.0,$19194,2990k INR,58445.0,24.0,10.7,,,46.0,0.78,,0
2550,Ganderbal,FEMALE,rural,NA,Existing enterprise,Tourism,JKBK060653,13/3/2022,1,1,0,1,1,0,0,18.0,,30.0,32.0,,,$38647,,25564.0,24.0,12.01,,,96.0,0.6,Delayed,48
2550,Doda,Female,,None,MSME Sunrise Sector,Healthcare,JKBK051814,12-10-2026,1,1,1,1,1,1,0,34.0,59.0,38.0,25.0,8.0,164.0,,,94184.0,60.0,9.91,26657.0,0.283,41.0,0.59,Delayed,0
2552,Jammu,Female,urban ,NA,Nano Entrepreneur,Tourism,JKBK053564,,1,1,1,1,1,0,0,1.0,22.0,30.0,31.0,25.0,109.0,$24264,₹5963207,20955.0,60.0,7.12,,,91.0,0.63,Default,0
2553,Budgam,Other,rural,None,MSME Sunrise Sector,Agri,JKBK047375,As on Feb 2026,1,1,0,1,0,0,0,,89.0,31.0,113.0,,,2213k INR,,97107.0,48.0,12.76,,,77.0,0.69,Delayed,0
2554,Kulgam,FEMALE,,NA,MSME Sunrise Sector,,JKBK017305,8/6/2023,1,1,0,0,0,0,0,26.0,56.0,60.0,26.0,,,$8378,,67608.0,18.0,6.62,,,52.0,0.21,Default,81
2555,Baramulla,,urban ,Visual,Existing enterprise,,JKBK032485,8/12/2025,1,1,0,1,1,0,0,0.0,73.0,25.0,42.0,15.0,155.0,2253k INR,2671065,119403.0,36.0,7.06,,,26.0,0.25,Default,0
2556,Poonch,FEMALE,Urban,,Existing enterprise,IT,JKBK065206,6-23-2022,1,1,0,1,1,0,0,5.0,12.0,17.0,25.0,43.0,102.0,1945k INR,₹4102274,50573.0,36.0,13.87,,,,0.36,,12
2557,Samba,Female,rural,Visual,MSME Sunrise Sector,Services,JKBK091592,As on Feb 2026,1,1,0,1,1,0,0,27.0,57.0,21.0,91.0,,,4635k INR,,54884.0,36.0,11.74,,,95.0,0.07,ONTIME,0
2558,Ramban,Other,urban ,NA,MSME Sunrise Sector,Retail,JKBK077049,,1,1,1,1,1,0,0,35.0,63.0,23.0,60.0,14.0,195.0,2033k INR,1963007,45442.0,36.0,12.51,,,59.0,0.64,ONTIME,0
2559,Jammu,Other,rural,Visual,Existing Enterprise,Retail,JKBK091592,As on Feb 2026,1,1,1,0,0,0,0,,31.0,47.0,80.0,27.0,,,$9102,116799.0,24.0,10.51,,,18.0,0.53,ONTIME,0
2560,Pulwama,Female,rural,Visual,Existing Enterprise,Agri,JKBK052454,20/5/2024,1,1,0,1,0,0,0,35.0,71.0,55.0,50.0,17.0,228.0,,6249006,61671.0,60.0,8.76,,,92.0,0.83,,0
2561,Kishtwar,male ,Urban,Visual,Existing enterprise,Healthcare,JKBK040327,12/11/2023,1,1,1,0,0,0,0,14.0,48.0,33.0,11.0,,,₹2365755,$36271,61285.0,60.0,8.47,,,38.0,0.63,late,25
2562,Kupwara,,,Locomotor,Existing Enterprise,Tourism,JKBK078157,25/8/2023,1,1,1,1,1,0,0,17.0,,60.0,15.0,30.0,,₹2274234,$1452,112920.0,60.0,12.79,,,46.0,0.91,ONTIME,88
2563,Ganderbal,Female,rural,None,,Retail,JKBK020035,,1,1,0,0,0,0,0,24.0,73.0,18.0,85.0,9.0,209.0,₹3506650,6493k INR,39580.0,18.0,8.39,,,46.0,0.62,,0
2564,Ganderbal,male ,Rural,None,MSME Sunrise Sector,Tourism,JKBK074896,2022-06-26,1,1,1,0,0,0,0,38.0,74.0,12.0,33.0,15.0,172.0,,$1307,46906.0,24.0,11.74,,,93.0,0.77,late,0
2565,Rajouri,Female,rural,Visual,,Tourism,JKBK038182,As on Feb 2026,1,1,0,1,1,0,0,4.0,85.0,5.0,22.0,14.0,130.0,857k INR,2275k INR,93701.0,60.0,13.34,,,75.0,0.72,On-time,97
2566,Poonch,Male,urban ,NA,nano entrepreneur,IT,JKBK035901,2021-10-13,1,1,0,1,1,0,0,10.0,89.0,,67.0,2.0,,$6314,2156k INR,21272.0,60.0,12.81,,,92.0,0.82,ONTIME,91
2567,Pulwama,,Rural,,Existing enterprise,Services,JKBK062020,As on Feb 2026,1,1,1,1,1,0,0,28.0,40.0,30.0,63.0,5.0,166.0,4045699,,41990.0,48.0,6.89,,,43.0,0.29,On-time,132
2568,Kulgam,,Urban,,nano entrepreneur,Healthcare,JKBK058342,8/7/2024,1,1,1,0,0,0,0,12.0,54.0,26.0,38.0,30.0,160.0,,₹487094,62647.0,,14.21,,,97.0,0.89,Delayed,0
2569,Srinagar,Male,,Visual,,Tourism,JKBK012483,11-9-2024,1,1,1,1,1,0,0,,48.0,59.0,28.0,5.0,,₹4157426,871k INR,93123.0,60.0,13.62,,,10.0,,On-time,40
2570,Srinagar,Other,rural,Multiple,Existing enterprise,IT,JKBK087182,2026-12-05,1,1,0,1,1,1,1,8.0,58.0,52.0,21.0,3.0,142.0,,,26769.0,48.0,12.73,11122.0,0.415,48.0,0.67,Default,0
2571,Srinagar,Other,urban ,NA,Nano Entrepreneur,IT,JKBK065875,6/1/2025,1,1,0,1,1,0,0,,39.0,7.0,,,,₹1997299,,54028.0,12.0,9.73,,,85.0,0.22,Delayed,0
2572,Baramulla,male ,urban ,Visual,,IT,JKBK013021,4-17-2025,1,1,1,1,0,0,0,39.0,88.0,50.0,79.0,27.0,283.0,688290,2519k INR,48070.0,48.0,7.98,,,63.0,0.01,late,0
2573,Samba,Other,Urban,Hearing,MSME Sunrise Sector,IT,JKBK031173,3-16-2026,1,1,0,1,0,0,0,32.0,69.0,23.0,26.0,17.0,167.0,₹4870780,$26344,23403.0,24.0,11.62,,,56.0,,On-time,0
2574,Ramban,Other,rural,Visual,,Manufacturing,JKBK067956,As on Feb 2026,1,1,1,1,0,0,0,14.0,83.0,22.0,,37.0,,5769151,4005773,45032.0,12.0,7.1,,,66.0,0.52,ONTIME,160
2575,Ramban,Male,Rural,None,Nano Entrepreneur,,JKBK033759,11-11-2022,1,1,0,0,0,0,0,2.0,75.0,39.0,109.0,7.0,232.0,606k INR,₹220585,70972.0,36.0,10.61,,,39.0,0.5,Default,156
2576,Budgam,Other,Rural,Locomotor,nano entrepreneur,Services,JKBK040778,As on Feb 2026,1,1,0,1,1,1,1,39.0,43.0,42.0,113.0,8.0,245.0,3580767,$6191,110825.0,24.0,12.68,40977.0,0.37,93.0,0.81,,0
2577,Doda,Other,Urban,Visual,Existing enterprise,Healthcare,JKBK019294,,1,1,0,1,1,1,1,38.0,,55.0,89.0,,,,5153241,56316.0,18.0,11.79,11199.0,0.199,44.0,0.86,On-time,0
2578,Budgam,Male,urban ,None,MSME Sunrise Sector,Healthcare,JKBK023271,10-1-2024,1,1,1,1,1,0,0,31.0,19.0,9.0,59.0,27.0,145.0,₹1128066,₹1234767,77804.0,48.0,8.28,,,64.0,0.89,On-time,43
2579,Jammu,Other,Urban,Multiple,Existing enterprise,Services,JKBK077806,2026-11-14,1,1,0,0,0,0,0,20.0,,39.0,81.0,40.0,,,$37522,104662.0,36.0,14.25,,,65.0,0.14,Delayed,0
2580,Kishtwar,Other,Urban,Hearing,Nano Entrepreneur,Manufacturing,JKBK017267,2026-07-04,1,1,0,0,0,0,0,21.0,63.0,,80.0,17.0,,$16278,₹4889651,80446.0,12.0,10.13,,,52.0,0.05,Delayed,0
2581,Kishtwar,FEMALE,urban ,NA,MSME Sunrise Sector,Retail,JKBK032602,10-13-2026,1,1,1,0,0,0,0,10.0,87.0,41.0,61.0,45.0,244.0,$47078,₹6026518,48000.0,12.0,9.41,,,75.0,0.54,On-time,0
2582,Samba,Female,,Hearing,,Tourism,JKBK019457,As on Feb 2026,1,1,0,1,1,0,0,4.0,77.0,13.0,41.0,17.0,152.0,₹731630,$47277,56588.0,36.0,13.41,,,84.0,0.44,late,0
2583,Shopian,FEMALE,Urban,None,Nano Entrepreneur,Retail,JKBK035657,As on Feb 2026,1,1,0,1,1,1,1,23.0,21.0,6.0,26.0,9.0,85.0,2442554,$19503,83920.0,48.0,,,,77.0,0.0,late,0
2584,Poonch,,Urban,Visual,Existing Enterprise,Healthcare,JKBK020889,5-15-2021,1,1,0,0,0,0,0,19.0,60.0,49.0,68.0,38.0,234.0,2329k INR,₹185659,25198.0,60.0,11.54,,,60.0,0.22,late,0
2585,Reasi,Male,,,,Agri,JKBK077603,9-10-2025,1,1,1,0,0,0,0,23.0,18.0,42.0,73.0,12.0,168.0,,₹6420030,,48.0,7.94,,,6.0,0.97,,0
2586,Rajouri,FEMALE,urban ,Locomotor,MSME Sunrise Sector,Tourism,JKBK029311,12-2-2024,1,1,1,1,1,1,1,35.0,,49.0,32.0,2.0,,₹424318,4788141,47066.0,36.0,8.09,19919.0,0.423,4.0,0.04,late,0
2587,Baramulla,FEMALE,urban ,,MSME Sunrise Sector,Retail,JKBK063007,As on Feb 2026,1,1,0,1,1,0,0,12.0,84.0,21.0,102.0,,,937k INR,,93042.0,60.0,6.53,,,28.0,0.43,On-time,0
2588,Pulwama,male ,Rural,Hearing,,Manufacturing,JKBK022737,2021-07-03,1,0,0,1,1,0,0,29.0,32.0,,111.0,17.0,,2771209,₹4484802,106892.0,24.0,13.52,,,72.0,0.48,late,164
2589,Ramban,FEMALE,Urban,None,nano entrepreneur,Tourism,JKBK061226,As on Feb 2026,1,1,1,1,1,1,1,32.0,38.0,9.0,13.0,35.0,127.0,₹618327,$2091,45548.0,60.0,,,,87.0,0.64,,0
2590,Baramulla,male ,urban ,Locomotor,nano entrepreneur,Manufacturing,JKBK059505,,1,1,1,1,1,1,1,22.0,12.0,,24.0,4.0,,1294k INR,,12524.0,36.0,7.69,3225.0,0.258,84.0,0.89,On-time,95
2591,Anantnag,male ,Urban,Visual,Existing Enterprise,IT,JKBK077003,As on Feb 2026,1,1,0,1,1,0,0,10.0,54.0,3.0,63.0,29.0,159.0,$36708,6255378,,24.0,10.79,,,6.0,0.84,Delayed,76
2592,Anantnag,,Urban,Multiple,Nano Entrepreneur,Manufacturing,JKBK047140,,1,1,0,1,1,1,1,0.0,74.0,47.0,79.0,,,2099354,₹1085098,,24.0,6.81,,,14.0,0.08,On-time,0
2593,Pulwama,Male,urban ,Locomotor,Existing Enterprise,Agri,JKBK024294,As on Feb 2026,1,1,0,1,0,0,0,,75.0,,41.0,25.0,,4135k INR,₹2379103,37134.0,36.0,12.49,,,98.0,0.26,Delayed,0
2594,Budgam,Male,Rural,NA,Existing enterprise,IT,JKBK041399,,1,1,1,0,0,0,0,32.0,31.0,31.0,21.0,23.0,138.0,2397k INR,₹2629714,,36.0,8.34,,,4.0,0.72,Default,0
2595,Baramulla,Other,,Hearing,nano entrepreneur,Manufacturing,JKBK089244,16/4/2021,1,1,0,0,0,0,0,21.0,38.0,4.0,65.0,21.0,149.0,,1576448,59631.0,12.0,11.26,,,62.0,0.07,Default,0
2596,Bandipora,Other,Urban,None,,Retail,JKBK010129,,1,0,0,1,1,0,0,25.0,,18.0,118.0,32.0,,$3603,₹3218163,28195.0,12.0,10.5,,,57.0,0.69,Delayed,0
2597,Ramban,FEMALE,rural,None,Existing Enterprise,Manufacturing,JKBK089668,As on Feb 2026,1,1,0,0,0,0,0,16.0,29.0,3.0,51.0,26.0,125.0,₹2372139,₹2578108,,,,,,2.0,0.98,late,83
2598,Kulgam,Female,rural,None,Existing enterprise,Healthcare,JKBK081812,2023-07-19,1,1,0,1,1,1,1,38.0,72.0,49.0,31.0,,,4261942,2129k INR,21885.0,18.0,8.19,9606.0,0.439,76.0,0.63,late,7
2599,Doda,Other,Urban,,,Services,JKBK071310,20/8/2026,1,1,0,1,1,0,0,3.0,8.0,46.0,19.0,10.0,86.0,3240730,4608k INR,67838.0,48.0,11.9,,,72.0,0.85,,0
2600,Poonch,Female,urban ,,nano entrepreneur,Healthcare,JKBK026095,2026-09-28,1,1,1,1,1,1,1,24.0,89.0,,46.0,37.0,,1543k INR,1662k INR,91480.0,36.0,10.52,34985.0,0.382,89.0,0.65,On-time,0
2601,Ramban,Female,rural,None,Existing enterprise,Tourism,JKBK019317,4/1/2023,1,1,0,1,0,0,0,,20.0,53.0,83.0,15.0,,1062411,6403k INR,35358.0,60.0,14.1,,,100.0,0.31,late,0
2602,Poonch,,,Visual,Nano Entrepreneur,Agri,JKBK016185,9/3/2026,1,1,0,1,1,0,0,30.0,26.0,,9.0,27.0,,1772854,₹5020168,32852.0,12.0,,,,42.0,0.69,On-time,0
2603,Anantnag,FEMALE,Rural,None,Nano Entrepreneur,Services,JKBK038007,As on Feb 2026,1,1,1,1,1,0,0,27.0,48.0,40.0,26.0,41.0,182.0,,₹6332010,48147.0,,13.38,,,18.0,0.7,Default,66
2604,Samba,male ,Rural,Multiple,Existing Enterprise,Manufacturing,JKBK061718,2022-09-11,1,1,1,1,1,1,1,31.0,52.0,52.0,73.0,12.0,220.0,$29882,1373k INR,52517.0,48.0,13.07,16938.0,0.323,82.0,0.12,Delayed,0
2605,Kathua,male ,Rural,Hearing,Existing enterprise,Manufacturing,JKBK049320,,1,1,1,1,1,0,0,33.0,16.0,54.0,58.0,22.0,183.0,4366335,6586609,89835.0,,8.75,,,1.0,0.72,late,178
2606,Reasi,,rural,Multiple,Nano Entrepreneur,Tourism,JKBK087182,1-14-2022,1,1,0,1,1,1,1,5.0,36.0,25.0,57.0,29.0,152.0,1411375,6877040,16674.0,,12.52,,,96.0,0.44,On-time,127
2607,Budgam,FEMALE,,Multiple,MSME Sunrise Sector,Tourism,JKBK044515,,1,1,1,1,1,1,1,12.0,,60.0,94.0,16.0,,₹756343,5161022,39009.0,12.0,11.03,12569.0,0.322,99.0,0.55,,0
2608,Ramban,Male,Rural,NA,MSME Sunrise Sector,,JKBK099411,7-2-2025,1,1,0,0,0,0,0,,58.0,39.0,58.0,36.0,,3731k INR,$56920,82008.0,12.0,10.27,,,93.0,0.02,Delayed,0
2609,Poonch,Female,urban ,,Nano Entrepreneur,Retail,JKBK021016,,1,1,1,1,1,0,0,38.0,44.0,37.0,103.0,13.0,235.0,,$37493,96122.0,18.0,14.32,,,93.0,0.78,late,0
2610,Ganderbal,Male,urban ,NA,nano entrepreneur,Retail,JKBK012710,As on Feb 2026,1,1,1,1,1,0,0,0.0,61.0,20.0,22.0,18.0,121.0,₹927817,4379191,40516.0,60.0,9.39,,,53.0,0.67,Default,0
2611,Ganderbal,,Rural,Multiple,Nano Entrepreneur,IT,JKBK023271,As on Feb 2026,1,1,0,0,0,0,0,1.0,16.0,52.0,99.0,14.0,182.0,,1669118,8943.0,24.0,12.13,,,33.0,0.56,Default,0
2612,Shopian,FEMALE,Rural,,Existing Enterprise,Healthcare,JKBK040133,3/6/2024,1,1,0,1,1,1,1,2.0,9.0,14.0,34.0,32.0,91.0,4255k INR,$40888,100880.0,24.0,13.32,34532.0,0.342,2.0,0.25,Default,0
2613,Budgam,male ,Urban,Locomotor,nano entrepreneur,Agri,JKBK050548,6-5-2025,1,1,1,1,1,1,1,29.0,79.0,45.0,116.0,,,$4422,$5251,73016.0,60.0,,,,82.0,0.05,Default,0
2614,Shopian,Male,rural,Multiple,Existing Enterprise,Retail,JKBK034322,As on Feb 2026,1,1,1,1,1,0,0,24.0,10.0,26.0,13.0,11.0,84.0,2508k INR,6164k INR,52931.0,24.0,9.12,,,44.0,,,0
2615,Rajouri,Female,rural,Multiple,Existing Enterprise,Retail,JKBK027962,2022-08-10,1,1,0,1,1,0,0,38.0,40.0,60.0,110.0,18.0,266.0,₹3437652,5011558,9669.0,18.0,13.25,,,4.0,0.7,On-time,0
2616,Pulwama,male ,Urban,Visual,MSME Sunrise Sector,Healthcare,JKBK087893,As on Feb 2026,1,1,1,0,0,0,0,31.0,18.0,10.0,,38.0,,₹4816263,,44524.0,,11.82,,,48.0,0.62,ONTIME,0
2617,Reasi,Other,urban ,,nano entrepreneur,Services,JKBK060718,1-13-2022,1,1,0,0,0,0,0,35.0,11.0,20.0,99.0,,,1464k INR,$5449,108882.0,48.0,7.75,,,61.0,0.1,late,121
2618,Doda,male ,rural,None,,Agri,JKBK051814,2025-12-06,1,1,1,1,0,0,0,22.0,58.0,28.0,67.0,14.0,189.0,$23703,₹1168562,65263.0,36.0,7.16,,,34.0,0.72,Default,0
2619,Poonch,Male,Rural,,MSME Sunrise Sector,,JKBK094939,As on Feb 2026,1,1,1,1,1,1,1,7.0,69.0,10.0,105.0,,,5122250,,15839.0,36.0,11.77,5098.0,0.322,36.0,0.94,Default,0
2620,Poonch,male ,rural,NA,nano entrepreneur,Retail,JKBK015811,As on Feb 2026,1,1,0,0,0,0,0,,86.0,32.0,79.0,20.0,,$18463,1383k INR,74470.0,36.0,10.29,,,16.0,0.77,late,0
2621,Ganderbal,male ,Rural,Visual,Nano Entrepreneur,Services,JKBK051814,10-4-2025,1,1,1,0,0,0,0,6.0,19.0,7.0,,15.0,,,6084k INR,31489.0,18.0,8.98,,,61.0,0.81,late,0
2622,Shopian,,Rural,Multiple,Existing Enterprise,,JKBK086967,As on Feb 2026,1,0,1,1,1,0,0,,,57.0,110.0,27.0,,₹3330241,822k INR,,,14.44,,,55.0,0.17,Delayed,0
2623,Anantnag,,rural,Visual,Existing Enterprise,Agri,JKBK099411,16/10/2025,1,0,0,0,0,0,0,0.0,73.0,8.0,89.0,27.0,197.0,$20823,$42558,90072.0,,14.32,,,43.0,0.03,late,0
2624,Kupwara,Male,,Visual,Existing enterprise,Manufacturing,JKBK016426,2024-01-25,1,1,1,1,0,0,0,33.0,18.0,46.0,63.0,,,4401468,,116127.0,60.0,7.17,,,7.0,0.38,ONTIME,98
2625,Bandipora,Male,Urban,Hearing,Existing enterprise,Manufacturing,JKBK015626,2025-09-19,1,1,0,0,0,0,0,24.0,,45.0,56.0,33.0,,1464815,,77120.0,48.0,11.83,,,64.0,0.71,late,35
2626,Rajouri,Female,Rural,Hearing,,Healthcare,JKBK079688,5-8-2024,1,1,0,1,1,0,0,2.0,15.0,50.0,91.0,33.0,191.0,₹913183,3637k INR,84371.0,60.0,13.58,,,46.0,0.38,,69
2627,Anantnag,Other,urban ,NA,Existing Enterprise,Agri,JKBK024855,As on Feb 2026,1,1,0,1,1,1,1,0.0,69.0,13.0,32.0,41.0,155.0,₹3474463,$6277,13719.0,36.0,7.85,2562.0,0.187,56.0,0.81,,0
2628,Kishtwar,Other,rural,Visual,,Healthcare,JKBK082052,,1,1,0,1,0,0,0,7.0,65.0,60.0,20.0,27.0,179.0,₹4621252,6884188,118172.0,36.0,,,,12.0,0.9,ONTIME,178
2629,Ramban,Male,Rural,Locomotor,Nano Entrepreneur,Healthcare,JKBK040327,2022-12-05,1,1,0,1,1,0,0,31.0,33.0,49.0,58.0,21.0,192.0,₹1793055,,93642.0,,12.97,,,48.0,0.52,Delayed,78
2630,Bandipora,Male,rural,Visual,Nano Entrepreneur,Agri,JKBK061226,2022-08-26,1,1,0,1,1,1,1,3.0,12.0,14.0,83.0,17.0,129.0,1450k INR,,92686.0,12.0,11.46,23432.0,0.253,73.0,0.62,Default,125
2631,Doda,Female,urban ,NA,Existing enterprise,Services,JKBK016355,As on Feb 2026,1,1,1,1,1,1,1,25.0,69.0,,13.0,29.0,,₹1043092,$21110,15923.0,24.0,14.46,5034.0,0.316,25.0,0.72,Delayed,0
2632,Srinagar,male ,urban ,Visual,Existing Enterprise,Agri,JKBK045432,,1,1,0,1,1,0,0,11.0,6.0,36.0,61.0,40.0,154.0,$23598,5981430,,,9.15,,,70.0,0.68,ONTIME,0
2633,Rajouri,Female,,Locomotor,Existing enterprise,Retail,JKBK056686,1-18-2024,1,1,0,0,0,0,0,22.0,38.0,15.0,103.0,13.0,191.0,3205260,₹2440041,74887.0,,9.41,,,27.0,0.11,Delayed,0
2634,Doda,Female,rural,None,,Retail,JKBK058342,2024-10-16,1,1,1,1,1,0,0,,6.0,37.0,,26.0,,4850k INR,,68309.0,48.0,9.58,,,74.0,0.95,late,0
2635,Bandipora,,urban ,Hearing,Existing enterprise,Tourism,JKBK018246,As on Feb 2026,1,0,0,1,1,1,1,25.0,85.0,46.0,110.0,6.0,272.0,3932k INR,,56861.0,60.0,10.06,8682.0,0.153,16.0,0.82,late,0
2636,Pulwama,Female,Urban,,Existing enterprise,,JKBK069314,2-2-2021,1,1,1,1,1,1,1,0.0,70.0,,,34.0,,2723k INR,,32949.0,18.0,9.27,13917.0,0.422,51.0,0.1,late,0
2637,Ramban,FEMALE,Rural,Locomotor,Existing enterprise,Tourism,JKBK057979,8-11-2026,1,1,1,0,0,0,0,12.0,17.0,22.0,,5.0,,$29723,,56481.0,18.0,7.67,,,81.0,0.2,Default,0
2638,Kishtwar,male ,,Hearing,,Healthcare,JKBK021950,,1,1,0,0,0,0,0,0.0,85.0,30.0,53.0,,,1013300,,108026.0,12.0,7.14,,,45.0,0.49,,0
2639,Reasi,Female,rural,Hearing,Nano Entrepreneur,Retail,JKBK085494,1-14-2023,1,1,0,1,1,0,0,22.0,44.0,52.0,54.0,9.0,181.0,1201852,₹1416652,35251.0,36.0,12.12,,,66.0,0.03,On-time,0
2640,Srinagar,Male,,Locomotor,Existing Enterprise,Services,JKBK017173,5/11/2022,1,1,0,0,0,0,0,33.0,85.0,38.0,54.0,44.0,254.0,$39622,4691k INR,96536.0,18.0,13.37,,,73.0,0.45,ONTIME,0
2641,Srinagar,Other,urban ,,Existing enterprise,Services,JKBK077804,1/8/2025,1,1,0,0,0,0,0,33.0,84.0,36.0,13.0,,,,3751k INR,79343.0,36.0,8.24,,,11.0,0.64,late,9
2642,Kathua,Other,Rural,Locomotor,nano entrepreneur,Healthcare,JKBK074867,2023-04-03,1,1,0,1,1,1,1,25.0,35.0,53.0,102.0,,,1372363,,77574.0,24.0,9.82,11970.0,0.154,67.0,0.68,late,0
2643,Kathua,,rural,,MSME Sunrise Sector,Tourism,JKBK070268,,1,1,0,1,1,0,0,10.0,19.0,60.0,105.0,23.0,217.0,$35434,,45818.0,18.0,11.38,,,8.0,0.47,,0
2644,Udhampur,,Rural,NA,nano entrepreneur,Manufacturing,JKBK086347,As on Feb 2026,1,1,1,0,0,0,0,36.0,55.0,6.0,30.0,10.0,137.0,2772k INR,1972k INR,117816.0,36.0,9.49,,,15.0,0.3,,144
2645,Ramban,Male,Urban,Multiple,MSME Sunrise Sector,Retail,JKBK086967,As on Feb 2026,1,1,1,1,1,0,0,1.0,63.0,35.0,46.0,,,$4654,$11402,93101.0,48.0,12.0,,,99.0,0.27,Default,93
2646,Budgam,,,NA,Existing Enterprise,Retail,JKBK095469,As on Feb 2026,1,1,1,1,1,0,0,6.0,57.0,15.0,105.0,5.0,188.0,,986277,,,6.88,,,57.0,0.59,On-time,0
2647,Bandipora,Female,rural,Hearing,nano entrepreneur,Retail,JKBK039888,7-27-2026,1,1,1,1,1,1,1,34.0,6.0,12.0,15.0,39.0,106.0,1887526,,108026.0,60.0,11.47,42250.0,0.391,75.0,0.31,Default,0
2648,Poonch,Other,Urban,,Nano Entrepreneur,Tourism,JKBK086887,2023-10-09,1,1,0,0,0,0,0,,69.0,57.0,65.0,43.0,,₹1988746,2986407,61517.0,36.0,10.76,,,63.0,0.25,ONTIME,0
2649,Baramulla,Female,rural,Locomotor,,Agri,JKBK020035,As on Feb 2026,1,1,0,0,0,0,0,12.0,65.0,53.0,95.0,,,₹4346974,₹1095130,74095.0,,13.6,,,78.0,0.06,,82
2650,Budgam,FEMALE,rural,Visual,Existing Enterprise,Manufacturing,JKBK012483,,1,1,0,1,0,0,0,20.0,27.0,41.0,,11.0,,5344765,,,18.0,13.02,,,52.0,0.67,,69
2651,Pulwama,,Urban,Visual,MSME Sunrise Sector,Services,JKBK079688,16/9/2026,1,1,1,1,0,0,0,2.0,52.0,18.0,31.0,23.0,126.0,3153654,827711,8748.0,36.0,13.25,,,90.0,0.04,Delayed,0
2652,Baramulla,Other,Urban,NA,Existing enterprise,Tourism,JKBK045985,As on Feb 2026,1,1,0,0,0,0,0,6.0,15.0,12.0,101.0,40.0,174.0,$27220,$58688,82519.0,48.0,,,,30.0,0.61,On-time,0
2653,Samba,Female,Urban,,Nano Entrepreneur,Manufacturing,JKBK052454,3-18-2025,1,1,1,0,0,0,0,13.0,14.0,41.0,89.0,29.0,186.0,1403814,$17336,48677.0,24.0,9.83,,,37.0,0.76,late,0
2654,Budgam,Female,urban ,Multiple,MSME Sunrise Sector,IT,JKBK037524,11-27-2021,1,1,0,0,0,0,0,39.0,51.0,29.0,36.0,36.0,191.0,,$31934,11249.0,12.0,7.75,,,,0.95,late,0
