Application ID,Cleaned District Name,Gender,Cleaned Gender,Residential Type,Cleaned Residential Type,Specially Abled Type,Cleaned Specially Abled Type,Enterprise Type,Cleaned Enterprise Type,Sector,Cleaned Sector,IFSC Code,Application Date,Cleaned Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Cleaned Days_to_BHD_Verification,Days_to_SBDU_Verification,Cleaned Days_to_SBDU_Verification,Days_to_DLIC_Approval,Cleaned Days_to_DLIC_Approval,Days_to_Bank_Sanction,Cleaned Days_to_Bank_Sanction,Days_to_Disbursement,Cleaned Days_to_Disbursement,Total_TAT_Days,Cleaned Total_TAT_Days,Loan Amount (Mixed Units),Cleaned Loan Amount (Mixed Units),Project Cost (Mixed Units),Project Cost,Applicant_Monthly_Income,Cleaned Applicant_Monthly_Income,Loan_Tenure_Months,Clean Loan_Tenure_Months,Interest_Rate_%,Clean Interest_Rate_%,EMI_Amount,Clean EMI_Amount,EMI_to_Income_Ratio,Clean EMI_to_Income_Ratio,Risk_Score,Clean Risk_Score,Credit_Eligibility_Score,Clean Credit_Eligibility_Score,Repayment_Status,Clean Repayment_Status,Days_Overdue
1441,Shopian,Female,Female,rural,Rural,Locomotor,Locomotor,,NA,Healthcare,Healthcare,JKBK076492,23/3/2022,Mar 2022,1,1,0,0,0,0,0,34,34,10,10,11,11,60,60,35,35,150,150,2712k INR,"₹2,712,000.00","$21,706","₹1,953,540.00",56799,56799,60,60,13.8,13.8,,NA,,NA,77,77,0,0,ONTIME,On-Time,0
1442,Rajouri,Female,Female,,NA,,Na,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK051264,2021-12-06,Dec 2021,1,1,1,0,0,0,0,22,22,74,74,26,26,83,83,,NA,,NA,2011274,"₹2,011,274.00",3865k INR,"₹3,865,000.00",60316,60316,60,60,6.52,6.52,,NA,,NA,91,91,0.42,0.42,Delayed,Delayed,0
1443,Shopian,Female,Female,Rural,Rural,,Na,Existing enterprise,Existing Enterprise,,NA,JKBK021038,10-27-2024,Oct 2024,1,1,0,1,1,1,1,,NA,70,70,4,4,50,50,11,11,,NA,₹3757075,"₹3,757,075.00",₹4924774,"₹4,924,774.00",31469,31469,48,48,7.21,7.21,10032,10032,0.319,0.319,14,14,0.99,0.99,,NA,0
1444,Baramulla,Female,Female,urban,Urban,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK018246,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,15,15,29,29,,NA,44,44,44,44,,NA,"$24,684","₹2,221,560.00","$3,700","₹333,000.00",82710,82710,,NA,14.24,14.24,,NA,,NA,100,100,,NA,On-time,NA,0
1445,Budgam,Male,Male,rural,Rural,Hearing,Hearing,Nano Entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK097282,2021-05-01,May 2021,1,1,0,1,1,1,1,2,2,69,69,,NA,74,74,13,13,,NA,3330448,"₹3,330,448.00",,NA,10563,10563,24,24,8.52,8.52,3755,3755,0.355,0.355,57,57,0.24,0.24,Default,Default,0
1446,Reasi,male,Male,Urban,Urban,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,IT,IT,JKBK063007,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,20,20,43,43,21,21,13,13,22,22,119,119,,₹0.00,2769k INR,"₹2,769,000.00",69685,69685,,NA,7.42,7.42,,NA,,NA,34,34,0.23,0.23,,NA,0
1447,Srinagar,Other,Other,rural,Rural,,Na,MSME Sunrise Sector,Msme Sunrise Sector,Retail,Retail,JKBK094497,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,29,29,88,88,,NA,27,27,12,12,,NA,3795k INR,"₹3,795,000.00","$22,321","₹2,008,890.00",81607,81607,60,60,10.47,10.47,,NA,,NA,42,42,0.98,0.98,,NA,0
1448,Pulwama,Other,Other,,NA,None,Na,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK065431,3/8/2022,Mar 2022,1,1,1,1,0,0,0,14,14,42,42,18,18,11,11,35,35,120,120,4964044,"₹4,964,044.00",6098971,"₹6,098,971.00",63489,63489,,NA,9.53,9.53,,NA,,NA,40,40,0.16,0.16,ONTIME,On-Time,89
1448,Rajouri,Female,Female,,NA,Hearing,Hearing,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK045432,2-19-2024,Feb 2024,1,1,0,1,1,1,1,33,33,64,64,17,17,95,95,,NA,,NA,"$8,246","₹742,140.00","$2,276","₹204,840.00",43517,43517,,NA,8.81,8.81,,NA,,NA,25,25,0.13,0.13,On-time,NA,3
1450,Ganderbal,Other,Other,urban,Urban,Multiple,Multiple,,NA,Manufacturing,Manufacturing,JKBK018488,9-27-2026,Sep 2026,1,1,0,0,0,0,0,12,12,74,74,49,49,115,115,28,28,278,278,514256,"₹514,256.00",,NA,45481,45481,60,60,14.26,14.26,,NA,,NA,7,7,0.6,0.6,late,Late,0
1451,Ganderbal,Male,Male,,NA,Locomotor,Locomotor,Existing enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK058342,,NA,1,1,0,1,1,1,1,4,4,,NA,7,7,97,97,,NA,,NA,"$35,300","₹3,177,000.00","$42,675","₹3,840,750.00",80396,80396,48,48,6.65,6.65,15596,15596,0.194,0.194,,NA,0.08,0.08,Delayed,Delayed,0
1452,Kulgam,FEMALE,Female,urban,Urban,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK080092,12-11-2025,Dec 2025,1,1,0,1,1,0,0,22,22,79,79,12,12,118,118,40,40,271,271,719066,"₹719,066.00",₹844281,"₹844,281.00",48768,48768,12,12,13.26,13.26,,NA,,NA,14,14,0.74,0.74,On-time,NA,0
1453,Doda,Female,Female,urban,Urban,Multiple,Multiple,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK065566,7-16-2023,Jul 2023,1,1,0,1,1,1,1,29,29,61,61,6,6,25,25,32,32,153,153,191k INR,"₹191,000.00","$1,082","₹97,380.00",15742,15742,48,48,13.56,13.56,3012,3012,0.191,0.191,39,39,0.68,0.68,,NA,0
1454,Doda,Other,Other,Urban,Urban,Hearing,Hearing,Existing Enterprise,Existing Enterprise,,NA,JKBK075986,15/7/2026,Jul 2026,1,1,0,1,1,1,1,,NA,45,45,59,59,,NA,28,28,,NA,3155k INR,"₹3,155,000.00","$16,426","₹1,478,340.00",33889,33889,,NA,8.41,8.41,,NA,,NA,91,91,0.76,0.76,ONTIME,On-Time,46
1455,Srinagar,male,Male,rural,Rural,,Na,,NA,Tourism,Tourism,JKBK025888,3-6-2024,Mar 2024,1,1,1,1,1,0,0,28,28,81,81,42,42,22,22,36,36,209,209,3024k INR,"₹3,024,000.00",6328979,"₹6,328,979.00",104487,104487,60,60,10.82,10.82,,NA,,NA,82,82,0.93,0.93,Delayed,Delayed,0
1456,Samba,male,Male,urban,Urban,Visual,Visual,Nano Entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK066668,As on Feb 2026,Feb 2026,1,1,1,1,1,0,0,5,5,90,90,59,59,81,81,28,28,263,263,"$23,014","₹2,071,260.00",3615197,"₹3,615,197.00",77204,77204,48,48,7.56,7.56,,NA,,NA,89,89,,NA,Delayed,Delayed,0
1457,Kathua,FEMALE,Female,,NA,,Na,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK091592,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,11,11,31,31,19,19,,NA,,NA,,NA,"$11,978","₹1,078,020.00",₹2104933,"₹2,104,933.00",94517,94517,18,18,14.35,14.35,31805,31805,0.337,0.337,92,92,0.34,0.34,,NA,0
1457,Jammu,male,Male,,NA,NA,Na,Nano Entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK054309,,NA,1,1,1,1,1,0,0,35,35,85,85,36,36,50,50,15,15,221,221,,₹0.00,3587k INR,"₹3,587,000.00",8874,8874,12,12,7.68,7.68,,NA,,NA,80,80,0.47,0.47,late,Late,0
1459,Anantnag,,NA,Rural,Rural,Hearing,Hearing,Nano Entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK099411,6-3-2021,Jun 2021,1,1,0,1,1,1,1,29,29,69,69,57,57,71,71,11,11,237,237,4980k INR,"₹4,980,000.00","$18,062","₹1,625,580.00",,NA,36,36,7.36,7.36,,NA,,NA,80,80,0.83,0.83,,NA,0
1460,Kathua,Female,Female,urban,Urban,,Na,Nano Entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK077989,As on Feb 2026,Feb 2026,1,1,1,1,1,0,0,37,37,,NA,27,27,69,69,16,16,,NA,"$34,856","₹3,137,040.00",,NA,53274,53274,36,36,7.51,7.51,,NA,,NA,1,1,0.44,0.44,On-time,NA,0
1461,Kulgam,,NA,urban,Urban,Multiple,Multiple,,NA,Tourism,Tourism,JKBK025453,As on Feb 2026,Feb 2026,1,1,1,1,1,1,1,18,18,77,77,40,40,60,60,43,43,238,238,,₹0.00,,NA,61758,61758,24,24,11.21,11.21,22626,22626,0.366,0.366,77,77,0.9,0.9,ONTIME,On-Time,0
1462,Pulwama,Female,Female,Rural,Rural,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK091679,6/6/2022,Jun 2022,1,1,0,0,0,0,0,15,15,,NA,3,3,41,41,,NA,,NA,"$20,705","₹1,863,450.00","$50,691","₹4,562,190.00",58275,58275,24,24,7.37,7.37,,NA,,NA,55,55,0.06,0.06,Default,Default,0
1463,Reasi,Male,Male,Urban,Urban,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK054309,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,9,9,86,86,28,28,,NA,,NA,,NA,"$47,471","₹4,272,390.00",₹4038832,"₹4,038,832.00",106426,106426,12,12,11.96,11.96,,NA,,NA,95,95,0.86,0.86,late,Late,17
1464,Udhampur,Male,Male,rural,Rural,Multiple,Multiple,nano entrepreneur,Nano Entrepreneur,Services,Services,JKBK063952,,NA,1,1,0,1,1,0,0,20,20,21,21,3,3,36,36,33,33,113,113,₹760089,"₹760,089.00","$46,234","₹4,161,060.00",109070,109070,18,18,12.54,12.54,,NA,,NA,64,64,0.15,0.15,,NA,0
1465,Baramulla,Other,Other,urban,Urban,NA,Na,Existing Enterprise,Existing Enterprise,Agri,Agri,JKBK088041,2026-06-01,Jun 2026,1,1,0,0,0,0,0,31,31,87,87,19,19,119,119,29,29,285,285,₹314545,"₹314,545.00",,NA,41941,41941,60,60,,NA,,NA,,NA,78,78,0.36,0.36,On-time,NA,0
1466,Pulwama,FEMALE,Female,Urban,Urban,NA,Na,Existing Enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK069483,2023-10-13,Oct 2023,1,1,0,1,1,0,0,34,34,12,12,36,36,71,71,13,13,166,166,"$40,493","₹3,644,370.00",₹1478044,"₹1,478,044.00",50983,50983,48,48,9.44,9.44,,NA,,NA,28,28,1,1,,NA,0
1467,Kathua,Other,Other,,NA,Visual,Visual,,NA,Healthcare,Healthcare,JKBK026095,As on Feb 2026,Feb 2026,1,1,1,1,1,1,1,14,14,72,72,48,48,,NA,8,8,,NA,,₹0.00,,NA,,NA,,NA,8.71,8.71,,NA,,NA,66,66,0.52,0.52,ONTIME,On-Time,0
1468,Baramulla,Other,Other,urban,Urban,Visual,Visual,nano entrepreneur,Nano Entrepreneur,Services,Services,JKBK077806,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,12,12,41,41,59,59,64,64,,NA,,NA,3965793,"₹3,965,793.00",4396601,"₹4,396,601.00",108379,108379,,NA,7.75,7.75,,NA,,NA,32,32,0.99,0.99,,NA,0
1469,Reasi,,NA,rural,Rural,Locomotor,Locomotor,nano entrepreneur,Nano Entrepreneur,,NA,JKBK047375,,NA,1,1,0,0,0,0,0,27,27,55,55,16,16,107,107,,NA,,NA,,₹0.00,₹734247,"₹734,247.00",108154,108154,24,24,9.98,9.98,,NA,,NA,38,38,0.22,0.22,ONTIME,On-Time,0
1470,Ganderbal,FEMALE,Female,,NA,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK091679,As on Feb 2026,Feb 2026,1,1,1,1,1,0,0,10,10,77,77,16,16,18,18,12,12,133,133,1265k INR,"₹1,265,000.00",₹5314262,"₹5,314,262.00",39505,39505,36,36,12.56,12.56,,NA,,NA,99,99,0.55,0.55,,NA,0
1471,Anantnag,Male,Male,urban,Urban,Locomotor,Locomotor,Nano Entrepreneur,Nano Entrepreneur,Services,Services,JKBK012110,,NA,1,1,0,1,1,1,1,28,28,15,15,47,47,113,113,20,20,223,223,"$27,023","₹2,432,070.00",6485k INR,"₹6,485,000.00",78792,78792,,NA,10.22,10.22,,NA,,NA,14,14,0.39,0.39,ONTIME,On-Time,0
1472,Kathua,,NA,Urban,Urban,Visual,Visual,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK026826,2025-03-14,Mar 2025,1,1,0,1,1,0,0,,NA,68,68,9,9,116,116,16,16,,NA,4412k INR,"₹4,412,000.00",,NA,71020,71020,,NA,11.53,11.53,,NA,,NA,37,37,0.27,0.27,Delayed,Delayed,0
1473,Rajouri,Male,Male,,NA,None,Na,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK012532,As on Feb 2026,Feb 2026,1,1,1,1,1,1,1,36,36,18,18,57,57,81,81,11,11,203,203,1548k INR,"₹1,548,000.00",2258k INR,"₹2,258,000.00",57364,57364,60,60,11.05,11.05,9543,9543,0.166,0.166,96,96,0.16,0.16,ONTIME,On-Time,0
1474,Kishtwar,Male,Male,Rural,Rural,NA,Na,,NA,Services,Services,JKBK016664,,NA,1,1,0,1,1,0,0,32,32,90,90,51,51,10,10,22,22,205,205,₹3193243,"₹3,193,243.00",6021k INR,"₹6,021,000.00",26445,26445,12,12,11.9,11.9,,NA,,NA,27,27,0.66,0.66,Default,Default,0
1475,Samba,FEMALE,Female,Rural,Rural,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK045023,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,23,23,11,11,27,27,90,90,27,27,178,178,,₹0.00,"$49,247","₹4,432,230.00",84627,84627,12,12,11.32,11.32,,NA,,NA,19,19,0.89,0.89,late,Late,0
1475,Kishtwar,FEMALE,Female,Rural,Rural,Multiple,Multiple,Existing Enterprise,Existing Enterprise,Retail,Retail,JKBK016185,13/10/2022,Oct 2022,1,1,0,1,1,0,0,,NA,85,85,12,12,,NA,23,23,,NA,4666k INR,"₹4,666,000.00",3275760,"₹3,275,760.00",51817,51817,12,12,10.27,10.27,,NA,,NA,97,97,0.7,0.7,,NA,0
1477,Budgam,,NA,Urban,Urban,NA,Na,Existing Enterprise,Existing Enterprise,Retail,Retail,JKBK025283,17/1/2024,Jan 2024,1,1,0,0,0,0,0,30,30,83,83,11,11,66,66,38,38,228,228,"$23,553","₹2,119,770.00",,NA,15629,15629,,NA,,NA,,NA,,NA,,NA,0.77,0.77,Default,Default,0
1478,Baramulla,Female,Female,urban,Urban,Visual,Visual,nano entrepreneur,Nano Entrepreneur,Services,Services,JKBK029949,3/6/2025,Mar 2025,1,1,0,1,0,0,0,12,12,11,11,50,50,90,90,44,44,207,207,"$1,947","₹175,230.00",528k INR,"₹528,000.00",66908,66908,12,12,13.93,13.93,,NA,,NA,64,64,0.4,0.4,,NA,0
1479,Samba,FEMALE,Female,,NA,NA,Na,,NA,Manufacturing,Manufacturing,JKBK066766,2024-02-17,Feb 2024,1,1,0,1,1,1,1,3,3,29,29,48,48,36,36,,NA,,NA,,₹0.00,"$50,883","₹4,579,470.00",89060,89060,48,48,7.83,7.83,34599,34599,0.388,0.388,99,99,0.41,0.41,On-time,NA,0
1480,Shopian,,NA,urban,Urban,Visual,Visual,,NA,Retail,Retail,JKBK086347,5-16-2023,May 2023,1,1,0,0,0,0,0,3,3,87,87,35,35,105,105,25,25,255,255,"$1,669","₹150,210.00",3421k INR,"₹3,421,000.00",107092,107092,,NA,13.02,13.02,,NA,,NA,27,27,0.5,0.5,,NA,17
1481,Rajouri,male,Male,,NA,Visual,Visual,Nano Entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK057029,2021-12-03,Dec 2021,1,1,1,1,1,1,1,0,0,37,37,53,53,7,7,15,15,112,112,,₹0.00,4591k INR,"₹4,591,000.00",34560,34560,,NA,11.11,11.11,,NA,,NA,77,77,0.45,0.45,late,Late,0
1482,Poonch,Male,Male,Rural,Rural,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,IT,IT,JKBK081014,9-20-2024,Sep 2024,1,1,0,0,0,0,0,31,31,,NA,55,55,73,73,45,45,,NA,503239,"₹503,239.00","$3,306","₹297,540.00",35814,35814,,NA,9.33,9.33,,NA,,NA,95,95,0.82,0.82,On-time,NA,164
1483,Budgam,,NA,Rural,Rural,Hearing,Hearing,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK048383,As on Feb 2026,Feb 2026,1,1,1,1,1,1,1,35,35,63,63,46,46,75,75,,NA,,NA,"$40,689","₹3,662,010.00",₹5063743,"₹5,063,743.00",119769,119769,60,60,12.28,12.28,50815,50815,0.424,0.424,79,79,0.06,0.06,ONTIME,On-Time,0
1484,Doda,Female,Female,urban,Urban,Hearing,Hearing,,NA,Manufacturing,Manufacturing,JKBK075513,,NA,1,1,0,0,0,0,0,9,9,16,16,40,40,113,113,41,41,219,219,"$39,256","₹3,533,040.00",₹3345423,"₹3,345,423.00",93864,93864,24,24,10.58,10.58,,NA,,NA,24,24,0.83,0.83,Default,Default,0
1485,Poonch,FEMALE,Female,rural,Rural,Hearing,Hearing,,NA,Retail,Retail,JKBK084675,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,2,2,38,38,19,19,,NA,9,9,,NA,,₹0.00,6286603,"₹6,286,603.00",49391,49391,36,36,13.09,13.09,,NA,,NA,58,58,0.11,0.11,,NA,0
1486,Budgam,Female,Female,Urban,Urban,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK095239,9-27-2022,Sep 2022,1,1,0,0,0,0,0,6,6,6,6,26,26,26,26,35,35,99,99,₹4688876,"₹4,688,876.00",5193210,"₹5,193,210.00",102644,102644,36,36,6.92,6.92,,NA,,NA,60,60,0.02,0.02,ONTIME,On-Time,105
1487,Kathua,Other,Other,Urban,Urban,Hearing,Hearing,Existing Enterprise,Existing Enterprise,Services,Services,JKBK079688,8/9/2021,Aug 2021,1,1,0,1,1,0,0,7,7,33,33,57,57,91,91,26,26,214,214,2344k INR,"₹2,344,000.00",4496210,"₹4,496,210.00",34646,34646,36,36,8.24,8.24,,NA,,NA,83,83,,NA,Default,Default,8
1488,Kathua,Female,Female,urban,Urban,Locomotor,Locomotor,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK097282,2023-06-02,Jun 2023,1,1,0,0,0,0,0,25,25,42,42,,NA,75,75,27,27,,NA,,₹0.00,"$45,389","₹4,085,010.00",31115,31115,12,12,7.36,7.36,,NA,,NA,27,27,0.7,0.7,,NA,0
1489,Kishtwar,Other,Other,rural,Rural,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Services,Services,JKBK083714,2025-08-17,Aug 2025,1,1,1,1,1,0,0,20,20,38,38,47,47,101,101,39,39,245,245,5822682,"₹5,822,682.00","$34,750","₹3,127,500.00",,NA,24,24,10.37,10.37,,NA,,NA,23,23,0.49,0.49,Default,Default,0
1490,Doda,Other,Other,urban,Urban,Hearing,Hearing,Nano Entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK094497,2025-12-20,Dec 2025,1,1,0,1,1,0,0,,NA,,NA,60,60,66,66,10,10,,NA,"$12,738","₹1,146,420.00",,NA,89369,89369,18,18,12.48,12.48,,NA,,NA,20,20,0.18,0.18,Default,Default,0
1491,Ganderbal,Female,Female,Rural,Rural,Locomotor,Locomotor,Existing enterprise,Existing Enterprise,Services,Services,JKBK025283,,NA,1,1,1,1,0,0,0,9,9,63,63,33,33,77,77,33,33,215,215,₹2938242,"₹2,938,242.00",2237k INR,"₹2,237,000.00",105596,105596,60,60,13.75,13.75,,NA,,NA,2,2,0.44,0.44,Delayed,Delayed,0
1492,Budgam,Female,Female,Rural,Rural,,Na,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK012835,23/1/2021,Jan 2021,1,1,0,0,0,0,0,,NA,78,78,30,30,71,71,38,38,,NA,3930419,"₹3,930,419.00",263443,"₹263,443.00",20993,20993,36,36,13.56,13.56,,NA,,NA,27,27,0.72,0.72,ONTIME,On-Time,0
1493,Poonch,,NA,urban,Urban,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK050046,,NA,1,1,0,1,1,0,0,31,31,73,73,,NA,98,98,17,17,,NA,409679,"₹409,679.00",2114441,"₹2,114,441.00",,NA,12,12,10.83,10.83,,NA,,NA,29,29,0.45,0.45,,NA,0
1494,Ganderbal,FEMALE,Female,urban,Urban,Multiple,Multiple,Existing enterprise,Existing Enterprise,Tourism,Tourism,JKBK027223,,NA,1,1,1,0,0,0,0,17,17,67,67,8,8,28,28,45,45,165,165,₹1410159,"₹1,410,159.00",,NA,104870,104870,60,60,12.09,12.09,,NA,,NA,83,83,0.73,0.73,ONTIME,On-Time,154
1495,Ganderbal,Male,Male,Rural,Rural,Hearing,Hearing,,NA,Tourism,Tourism,JKBK034322,,NA,1,1,0,0,0,0,0,13,13,78,78,23,23,21,21,27,27,162,162,4987k INR,"₹4,987,000.00",₹4544615,"₹4,544,615.00",,NA,60,60,7.3,7.3,,NA,,NA,6,6,0.85,0.85,Delayed,Delayed,0
1496,Kathua,FEMALE,Female,Urban,Urban,Visual,Visual,Existing Enterprise,Existing Enterprise,Agri,Agri,JKBK089668,2022-11-22,Nov 2022,1,1,1,0,0,0,0,16,16,28,28,17,17,117,117,37,37,215,215,2700248,"₹2,700,248.00",,NA,63309,63309,36,36,12.83,12.83,,NA,,NA,,NA,0.31,0.31,,NA,0
1497,Rajouri,male,Male,urban,Urban,Multiple,Multiple,nano entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK079910,As on Feb 2026,Feb 2026,1,1,1,1,1,0,0,27,27,82,82,38,38,38,38,38,38,223,223,"$27,043","₹2,433,870.00",₹3026231,"₹3,026,231.00",,NA,24,24,8.48,8.48,,NA,,NA,52,52,0.15,0.15,On-time,NA,0
1498,Reasi,Female,Female,urban,Urban,,Na,,NA,Healthcare,Healthcare,JKBK080724,1/8/2023,Jan 2023,1,1,0,1,1,1,1,19,19,71,71,20,20,43,43,43,43,196,196,,₹0.00,"$9,311","₹837,990.00",58440,58440,24,24,9.71,9.71,14895,14895,0.255,0.255,85,85,0.59,0.59,Delayed,Delayed,0
1499,Baramulla,FEMALE,Female,Rural,Rural,,Na,MSME Sunrise Sector,Msme Sunrise Sector,IT,IT,JKBK021016,,NA,1,1,0,1,1,0,0,6,6,35,35,,NA,43,43,28,28,,NA,601609,"₹601,609.00",₹6443943,"₹6,443,943.00",82393,82393,18,18,7.82,7.82,,NA,,NA,72,72,0.57,0.57,,NA,29
1500,Reasi,Female,Female,urban,Urban,Visual,Visual,MSME Sunrise Sector,Msme Sunrise Sector,Agri,Agri,JKBK085455,26/11/2024,Nov 2024,1,1,1,1,1,0,0,15,15,27,27,20,20,,NA,34,34,,NA,76k INR,"₹76,000.00",2077704,"₹2,077,704.00",31455,31455,48,48,11.18,11.18,,NA,,NA,,NA,0.02,0.02,,NA,121
1501,Ramban,Female,Female,urban,Urban,Visual,Visual,Existing enterprise,Existing Enterprise,Retail,Retail,JKBK071950,11/7/2022,Nov 2022,1,1,1,1,1,1,0,,NA,27,27,52,52,94,94,26,26,,NA,2823168,"₹2,823,168.00",,NA,44630,44630,60,60,8.76,8.76,9580,9580,0.215,0.215,72,72,0.51,0.51,late,Late,0
1502,Srinagar,,NA,rural,Rural,NA,Na,Existing enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK074576,,NA,1,1,1,1,1,1,1,3,3,,NA,41,41,87,87,15,15,,NA,₹1717747,"₹1,717,747.00",4484944,"₹4,484,944.00",117058,117058,36,36,12.31,12.31,47507,47507,0.406,0.406,45,45,0.63,0.63,Delayed,Delayed,0
1503,Jammu,Male,Male,urban,Urban,Multiple,Multiple,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK044662,7-18-2025,Jul 2025,1,1,0,1,1,0,0,10,10,67,67,,NA,93,93,9,9,,NA,,₹0.00,6828418,"₹6,828,418.00",43614,43614,60,60,7.51,7.51,,NA,,NA,26,26,0.15,0.15,late,Late,55
1504,Budgam,,NA,Rural,Rural,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Retail,Retail,JKBK053447,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,35,35,83,83,25,25,94,94,8,8,245,245,₹4105663,"₹4,105,663.00",,NA,32205,32205,60,60,13.36,13.36,,NA,,NA,75,75,0.25,0.25,Delayed,Delayed,2
1505,Budgam,FEMALE,Female,Urban,Urban,NA,Na,Existing Enterprise,Existing Enterprise,Agri,Agri,JKBK048207,As on Feb 2026,Feb 2026,1,1,1,1,1,1,1,39,39,,NA,3,3,67,67,,NA,,NA,"$27,957","₹2,516,130.00","$35,136","₹3,162,240.00",117377,117377,24,24,13.04,13.04,39065,39065,0.333,0.333,67,67,0.59,0.59,Default,Default,167
1506,Baramulla,Female,Female,Rural,Rural,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK011525,17/10/2023,Oct 2023,1,1,1,1,1,0,0,31,31,33,33,29,29,57,57,43,43,193,193,,₹0.00,5322k INR,"₹5,322,000.00",112812,112812,24,24,13.59,13.59,,NA,,NA,17,17,0.95,0.95,On-time,NA,0
1507,Ganderbal,Female,Female,,NA,Hearing,Hearing,,NA,Services,Services,JKBK062020,5-10-2022,May 2022,1,0,0,1,1,1,1,,NA,79,79,39,39,52,52,,NA,,NA,,₹0.00,"$36,225","₹3,260,250.00",59299,59299,,NA,10.23,10.23,,NA,,NA,9,9,0.8,0.8,,NA,0
1508,Bandipora,Other,Other,Rural,Rural,None,Na,MSME Sunrise Sector,Msme Sunrise Sector,IT,IT,JKBK038182,10-14-2026,Oct 2026,1,1,0,1,1,1,1,34,34,36,36,33,33,41,41,44,44,188,188,,₹0.00,208k INR,"₹208,000.00",73370,73370,18,18,13.12,13.12,11849,11849,0.161,0.161,99,99,0.48,0.48,Delayed,Delayed,0
1509,Srinagar,,NA,rural,Rural,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,,NA,JKBK049116,17/12/2025,Dec 2025,1,1,0,0,0,0,0,36,36,16,16,,NA,102,102,34,34,,NA,"$45,711","₹4,113,990.00",582569,"₹582,569.00",10893,10893,36,36,11.09,11.09,,NA,,NA,76,76,0.7,0.7,,NA,2
1510,Doda,FEMALE,Female,Rural,Rural,Multiple,Multiple,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK078157,,NA,1,1,0,1,1,0,0,8,8,72,72,46,46,13,13,19,19,158,158,333k INR,"₹333,000.00",3660k INR,"₹3,660,000.00",,NA,36,36,11.56,11.56,,NA,,NA,72,72,0.5,0.5,Delayed,Delayed,0
1511,Srinagar,Female,Female,rural,Rural,NA,Na,Existing enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK020870,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,5,5,54,54,46,46,92,92,,NA,,NA,,₹0.00,,NA,26757,26757,18,18,12.68,12.68,,NA,,NA,28,28,0.45,0.45,,NA,113
